phase,track,red,green,blue,rgb,neo_word,neo_rgb
112,16,0,135,0,#008700,0x0080,#008400
112,17,0,152,0,#009800,0x0090,#009400
112,18,0,169,0,#00a900,0x20a0,#00ad00
112,19,0,186,0,#00ba00,0x20b0,#00bd00
113,0,0,86,86,#005656,0x0055,#005252
113,1,0,79,79,#004f4f,0x0055,#005252
113,2,0,71,71,#004747,0x3044,#004a4a
113,3,0,63,63,#003f3f,0x0044,#004242
113,4,0,55,55,#003737,0x3033,#003a3a
113,5,0,47,47,#002f2f,0x0033,#003131
113,6,0,39,39,#002727,0x3022,#002929
113,7,0,31,31,#001f1f,0x0022,#002121
113,8,0,23,23,#001717,0x3011,#001919
113,9,0,15,15,#000f0f,0x0011,#001010
113,10,0,50,0,#003200,0x0030,#003100
113,11,0,67,0,#004300,0x0040,#004200
113,12,0,84,0,#005400,0x0050,#005200
113,13,0,101,0,#006500,0x0060,#006300
113,14,0,118,0,#007600,0x0070,#007300
113,15,0,135,0,#008700,0x0080,#008400
113,16,0,152,0,#009800,0x0090,#009400
113,17,0,169,0,#00a900,0x20a0,#00ad00
113,18,0,186,0,#00ba00,0x20b0,#00bd00
113,19,0,203,0,#00cb00,0x20c0,#00ce00
114,0,0,79,79,#004f4f,0x0055,#005252
114,1,0,71,71,#004747,0x3044,#004a4a
114,2,0,63,63,#003f3f,0x0044,#004242
114,3,0,55,55,#003737,0x3033,#003a3a
114,4,0,47,47,#002f2f,0x0033,#003131
114,5,0,39,39,#002727,0x3022,#002929
114,6,0,31,31,#001f1f,0x0022,#002121
114,7,0,23,23,#001717,0x3011,#001919
114,8,0,15,15,#000f0f,0x0011,#001010
114,9,0,50,0,#003200,0x0030,#003100
114,10,0,67,0,#004300,0x0040,#004200
114,11,0,84,0,#005400,0x0050,#005200
114,12,0,101,0,#006500,0x0060,#006300
114,13,0,118,0,#007600,0x0070,#007300
114,14,0,135,0,#008700,0x0080,#008400
114,15,0,152,0,#009800,0x0090,#009400
114,16,0,169,0,#00a900,0x20a0,#00ad00
114,17,0,186,0,#00ba00,0x20b0,#00bd00
114,18,0,203,0,#00cb00,0x20c0,#00ce00
114,19,0,220,0,#00dc00,0x20d0,#00de00
115,0,0,71,71,#004747,0x3044,#004a4a
115,1,0,63,63,#003f3f,0x0044,#004242
115,2,0,55,55,#003737,0x3033,#003a3a
115,3,0,47,47,#002f2f,0x0033,#003131
115,4,0,39,39,#002727,0x3022,#002929
115,5,0,31,31,#001f1f,0x0022,#002121
115,6,0,23,23,#001717,0x3011,#001919
115,7,0,15,15,#000f0f,0x0011,#001010
115,8,0,50,0,#003200,0x0030,#003100
115,9,0,67,0,#004300,0x0040,#004200
115,10,0,84,0,#005400,0x0050,#005200
115,11,0,101,0,#006500,0x0060,#006300
115,12,0,118,0,#007600,0x0070,#007300
115,13,0,135,0,#008700,0x0080,#008400
115,14,0,152,0,#009800,0x0090,#009400
115,15,0,169,0,#00a900,0x20a0,#00ad00
115,16,0,186,0,#00ba00,0x20b0,#00bd00
115,17,0,203,0,#00cb00,0x20c0,#00ce00
115,18,0,220,0,#00dc00,0x20d0,#00de00
115,19,0,237,0,#00ed00,0x20e0,#00ef00
116,0,0,63,63,#003f3f,0x0044,#004242
116,1,0,55,55,#003737,0x3033,#003a3a
116,2,0,47,47,#002f2f,0x0033,#003131
116,3,0,39,39,#002727,0x3022,#002929
116,4,0,31,31,#001f1f,0x0022,#002121
116,5,0,23,23,#001717,0x3011,#001919
116,6,0,15,15,#000f0f,0x0011,#001010
116,7,0,50,0,#003200,0x0030,#003100
116,8,0,67,0,#004300,0x0040,#004200
116,9,0,84,0,#005400,0x0050,#005200
116,10,0,101,0,#006500,0x0060,#006300
116,11,0,118,0,#007600,0x0070,#007300
116,12,0,135,0,#008700,0x0080,#008400
116,13,0,152,0,#009800,0x0090,#009400
116,14,0,169,0,#00a900,0x20a0,#00ad00
116,15,0,186,0,#00ba00,0x20b0,#00bd00
116,16,0,203,0,#00cb00,0x20c0,#00ce00
116,17,0,220,0,#00dc00,0x20d0,#00de00
116,18,0,237,0,#00ed00,0x20e0,#00ef00
116,19,0,254,0,#00fe00,0x20f0,#00ff00
117,0,0,55,55,#003737,0x3033,#003a3a
117,1,0,47,47,#002f2f,0x0033,#003131
117,2,0,39,39,#002727,0x3022,#002929
117,3,0,31,31,#001f1f,0x0022,#002121
117,4,0,23,23,#001717,0x3011,#001919
117,5,0,15,15,#000f0f,0x0011,#001010
117,6,0,50,0,#003200,0x0030,#003100
117,7,0,67,0,#004300,0x0040,#004200
117,8,0,84,0,#005400,0x0050,#005200
117,9,0,101,0,#006500,0x0060,#006300
117,10,0,118,0,#007600,0x0070,#007300
117,11,0,135,0,#008700,0x0080,#008400
117,12,0,152,0,#009800,0x0090,#009400
117,13,0,169,0,#00a900,0x20a0,#00ad00
117,14,0,186,0,#00ba00,0x20b0,#00bd00
117,15,0,203,0,#00cb00,0x20c0,#00ce00
117,16,0,220,0,#00dc00,0x20d0,#00de00
117,17,0,237,0,#00ed00,0x20e0,#00ef00
117,18,0,254,0,#00fe00,0x20f0,#00ff00
117,19,0,254,0,#00fe00,0x20f0,#00ff00
118,0,0,47,47,#002f2f,0x0033,#003131
118,1,0,39,39,#002727,0x3022,#002929
118,2,0,31,31,#001f1f,0x0022,#002121
118,3,0,23,23,#001717,0x3011,#001919
118,4,0,15,15,#000f0f,0x0011,#001010
118,5,0,50,0,#003200,0x0030,#003100
118,6,0,67,0,#004300,0x0040,#004200
118,7,0,84,0,#005400,0x0050,#005200
118,8,0,101,0,#006500,0x0060,#006300
118,9,0,118,0,#007600,0x0070,#007300
118,10,0,135,0,#008700,0x0080,#008400
118,11,0,152,0,#009800,0x0090,#009400
118,12,0,169,0,#00a900,0x20a0,#00ad00
118,13,0,186,0,#00ba00,0x20b0,#00bd00
118,14,0,203,0,#00cb00,0x20c0,#00ce00
118,15,0,220,0,#00dc00,0x20d0,#00de00
118,16,0,237,0,#00ed00,0x20e0,#00ef00
118,17,0,254,0,#00fe00,0x20f0,#00ff00
118,18,0,254,0,#00fe00,0x20f0,#00ff00
118,19,0,237,0,#00ed00,0x20e0,#00ef00
119,0,0,39,39,#002727,0x3022,#002929
119,1,0,31,31,#001f1f,0x0022,#002121
119,2,0,23,23,#001717,0x3011,#001919
119,3,0,15,15,#000f0f,0x0011,#001010
119,4,0,50,0,#003200,0x0030,#003100
119,5,0,67,0,#004300,0x0040,#004200
119,6,0,84,0,#005400,0x0050,#005200
119,7,0,101,0,#006500,0x0060,#006300
119,8,0,118,0,#007600,0x0070,#007300
119,9,0,135,0,#008700,0x0080,#008400
119,10,0,152,0,#009800,0x0090,#009400
119,11,0,169,0,#00a900,0x20a0,#00ad00
119,12,0,186,0,#00ba00,0x20b0,#00bd00
119,13,0,203,0,#00cb00,0x20c0,#00ce00
119,14,0,220,0,#00dc00,0x20d0,#00de00
119,15,0,237,0,#00ed00,0x20e0,#00ef00
119,16,0,254,0,#00fe00,0x20f0,#00ff00
119,17,0,254,0,#00fe00,0x20f0,#00ff00
119,18,0,237,0,#00ed00,0x20e0,#00ef00
119,19,0,220,0,#00dc00,0x20d0,#00de00
120,0,0,31,31,#001f1f,0x0022,#002121
120,1,0,23,23,#001717,0x3011,#001919
120,2,0,15,15,#000f0f,0x0011,#001010
120,3,0,50,0,#003200,0x0030,#003100
120,4,0,67,0,#004300,0x0040,#004200
120,5,0,84,0,#005400,0x0050,#005200
120,6,0,101,0,#006500,0x0060,#006300
120,7,0,118,0,#007600,0x0070,#007300
120,8,0,135,0,#008700,0x0080,#008400
120,9,0,152,0,#009800,0x0090,#009400
120,10,0,169,0,#00a900,0x20a0,#00ad00
120,11,0,186,0,#00ba00,0x20b0,#00bd00
120,12,0,203,0,#00cb00,0x20c0,#00ce00
120,13,0,220,0,#00dc00,0x20d0,#00de00
120,14,0,237,0,#00ed00,0x20e0,#00ef00
120,15,0,254,0,#00fe00,0x20f0,#00ff00
120,16,0,254,0,#00fe00,0x20f0,#00ff00
120,17,0,237,0,#00ed00,0x20e0,#00ef00
120,18,0,220,0,#00dc00,0x20d0,#00de00
120,19,0,203,0,#00cb00,0x20c0,#00ce00
121,0,0,23,23,#001717,0x3011,#001919
121,1,0,15,15,#000f0f,0x0011,#001010
121,2,0,50,0,#003200,0x0030,#003100
121,3,0,67,0,#004300,0x0040,#004200
121,4,0,84,0,#005400,0x0050,#005200
121,5,0,101,0,#006500,0x0060,#006300
121,6,0,118,0,#007600,0x0070,#007300
121,7,0,135,0,#008700,0x0080,#008400
121,8,0,152,0,#009800,0x0090,#009400
121,9,0,169,0,#00a900,0x20a0,#00ad00
121,10,0,186,0,#00ba00,0x20b0,#00bd00
121,11,0,203,0,#00cb00,0x20c0,#00ce00
121,12,0,220,0,#00dc00,0x20d0,#00de00
121,13,0,237,0,#00ed00,0x20e0,#00ef00
121,14,0,254,0,#00fe00,0x20f0,#00ff00
121,15,0,254,0,#00fe00,0x20f0,#00ff00
121,16,0,237,0,#00ed00,0x20e0,#00ef00
121,17,0,220,0,#00dc00,0x20d0,#00de00
121,18,0,203,0,#00cb00,0x20c0,#00ce00
121,19,0,186,0,#00ba00,0x20b0,#00bd00
122,0,0,15,15,#000f0f,0x0011,#001010
122,1,0,50,0,#003200,0x0030,#003100
122,2,0,67,0,#004300,0x0040,#004200
122,3,0,84,0,#005400,0x0050,#005200
122,4,0,101,0,#006500,0x0060,#006300
122,5,0,118,0,#007600,0x0070,#007300
122,6,0,135,0,#008700,0x0080,#008400
122,7,0,152,0,#009800,0x0090,#009400
122,8,0,169,0,#00a900,0x20a0,#00ad00
122,9,0,186,0,#00ba00,0x20b0,#00bd00
122,10,0,203,0,#00cb00,0x20c0,#00ce00
122,11,0,220,0,#00dc00,0x20d0,#00de00
122,12,0,237,0,#00ed00,0x20e0,#00ef00
122,13,0,254,0,#00fe00,0x20f0,#00ff00
122,14,0,254,0,#00fe00,0x20f0,#00ff00
122,15,0,237,0,#00ed00,0x20e0,#00ef00
122,16,0,220,0,#00dc00,0x20d0,#00de00
122,17,0,203,0,#00cb00,0x20c0,#00ce00
122,18,0,186,0,#00ba00,0x20b0,#00bd00
122,19,0,169,0,#00a900,0x20a0,#00ad00
123,0,0,50,0,#003200,0x0030,#003100
123,1,0,67,0,#004300,0x0040,#004200
123,2,0,84,0,#005400,0x0050,#005200
123,3,0,101,0,#006500,0x0060,#006300
123,4,0,118,0,#007600,0x0070,#007300
123,5,0,135,0,#008700,0x0080,#008400
123,6,0,152,0,#009800,0x0090,#009400
123,7,0,169,0,#00a900,0x20a0,#00ad00
123,8,0,186,0,#00ba00,0x20b0,#00bd00
123,9,0,203,0,#00cb00,0x20c0,#00ce00
123,10,0,220,0,#00dc00,0x20d0,#00de00
123,11,0,237,0,#00ed00,0x20e0,#00ef00
123,12,0,254,0,#00fe00,0x20f0,#00ff00
123,13,0,254,0,#00fe00,0x20f0,#00ff00
123,14,0,237,0,#00ed00,0x20e0,#00ef00
123,15,0,220,0,#00dc00,0x20d0,#00de00
123,16,0,203,0,#00cb00,0x20c0,#00ce00
123,17,0,186,0,#00ba00,0x20b0,#00bd00
123,18,0,169,0,#00a900,0x20a0,#00ad00
123,19,0,152,0,#009800,0x0090,#009400
124,0,0,67,0,#004300,0x0040,#004200
124,1,0,84,0,#005400,0x0050,#005200
124,2,0,101,0,#006500,0x0060,#006300
124,3,0,118,0,#007600,0x0070,#007300
124,4,0,135,0,#008700,0x0080,#008400
124,5,0,152,0,#009800,0x0090,#009400
124,6,0,169,0,#00a900,0x20a0,#00ad00
124,7,0,186,0,#00ba00,0x20b0,#00bd00
124,8,0,203,0,#00cb00,0x20c0,#00ce00
124,9,0,220,0,#00dc00,0x20d0,#00de00
124,10,0,237,0,#00ed00,0x20e0,#00ef00
124,11,0,254,0,#00fe00,0x20f0,#00ff00
124,12,0,254,0,#00fe00,0x20f0,#00ff00
124,13,0,237,0,#00ed00,0x20e0,#00ef00
124,14,0,220,0,#00dc00,0x20d0,#00de00
124,15,0,203,0,#00cb00,0x20c0,#00ce00
124,16,0,186,0,#00ba00,0x20b0,#00bd00
124,17,0,169,0,#00a900,0x20a0,#00ad00
124,18,0,152,0,#009800,0x0090,#009400
124,19,0,135,0,#008700,0x0080,#008400
125,0,0,84,0,#005400,0x0050,#005200
125,1,0,101,0,#006500,0x0060,#006300
125,2,0,118,0,#007600,0x0070,#007300
125,3,0,135,0,#008700,0x0080,#008400
125,4,0,152,0,#009800,0x0090,#009400
125,5,0,169,0,#00a900,0x20a0,#00ad00
125,6,0,186,0,#00ba00,0x20b0,#00bd00
125,7,0,203,0,#00cb00,0x20c0,#00ce00
125,8,0,220,0,#00dc00,0x20d0,#00de00
125,9,0,237,0,#00ed00,0x20e0,#00ef00
125,10,0,254,0,#00fe00,0x20f0,#00ff00
125,11,0,254,0,#00fe00,0x20f0,#00ff00
125,12,0,237,0,#00ed00,0x20e0,#00ef00
125,13,0,220,0,#00dc00,0x20d0,#00de00
125,14,0,203,0,#00cb00,0x20c0,#00ce00
125,15,0,186,0,#00ba00,0x20b0,#00bd00
125,16,0,169,0,#00a900,0x20a0,#00ad00
125,17,0,152,0,#009800,0x0090,#009400
125,18,0,135,0,#008700,0x0080,#008400
125,19,0,118,0,#007600,0x0070,#007300
126,0,0,101,0,#006500,0x0060,#006300
126,1,0,118,0,#007600,0x0070,#007300
126,2,0,135,0,#008700,0x0080,#008400
126,3,0,152,0,#009800,0x0090,#009400
126,4,0,169,0,#00a900,0x20a0,#00ad00
126,5,0,186,0,#00ba00,0x20b0,#00bd00
126,6,0,203,0,#00cb00,0x20c0,#00ce00
126,7,0,220,0,#00dc00,0x20d0,#00de00
126,8,0,237,0,#00ed00,0x20e0,#00ef00
126,9,0,254,0,#00fe00,0x20f0,#00ff00
126,10,0,254,0,#00fe00,0x20f0,#00ff00
126,11,0,237,0,#00ed00,0x20e0,#00ef00
126,12,0,220,0,#00dc00,0x20d0,#00de00
126,13,0,203,0,#00cb00,0x20c0,#00ce00
126,14,0,186,0,#00ba00,0x20b0,#00bd00
126,15,0,169,0,#00a900,0x20a0,#00ad00
126,16,0,152,0,#009800,0x0090,#009400
126,17,0,135,0,#008700,0x0080,#008400
126,18,0,118,0,#007600,0x0070,#007300
126,19,0,101,0,#006500,0x0060,#006300
127,0,0,118,0,#007600,0x0070,#007300
127,1,0,135,0,#008700,0x0080,#008400
127,2,0,152,0,#009800,0x0090,#009400
127,3,0,169,0,#00a900,0x20a0,#00ad00
127,4,0,186,0,#00ba00,0x20b0,#00bd00
127,5,0,203,0,#00cb00,0x20c0,#00ce00
127,6,0,220,0,#00dc00,0x20d0,#00de00
127,7,0,237,0,#00ed00,0x20e0,#00ef00
127,8,0,254,0,#00fe00,0x20f0,#00ff00
127,9,0,254,0,#00fe00,0x20f0,#00ff00
127,10,0,237,0,#00ed00,0x20e0,#00ef00
127,11,0,220,0,#00dc00,0x20d0,#00de00
127,12,0,203,0,#00cb00,0x20c0,#00ce00
127,13,0,186,0,#00ba00,0x20b0,#00bd00
127,14,0,169,0,#00a900,0x20a0,#00ad00
127,15,0,152,0,#009800,0x0090,#009400
127,16,0,135,0,#008700,0x0080,#008400
127,17,0,118,0,#007600,0x0070,#007300
127,18,0,101,0,#006500,0x0060,#006300
127,19,0,84,0,#005400,0x0050,#005200
128,0,0,135,0,#008700,0x0080,#008400
128,1,0,152,0,#009800,0x0090,#009400
128,2,0,169,0,#00a900,0x20a0,#00ad00
128,3,0,186,0,#00ba00,0x20b0,#00bd00
128,4,0,203,0,#00cb00,0x20c0,#00ce00
128,5,0,220,0,#00dc00,0x20d0,#00de00
128,6,0,237,0,#00ed00,0x20e0,#00ef00
128,7,0,254,0,#00fe00,0x20f0,#00ff00
128,8,0,254,0,#00fe00,0x20f0,#00ff00
128,9,0,237,0,#00ed00,0x20e0,#00ef00
128,10,0,220,0,#00dc00,0x20d0,#00de00
128,11,0,203,0,#00cb00,0x20c0,#00ce00
128,12,0,186,0,#00ba00,0x20b0,#00bd00
128,13,0,169,0,#00a900,0x20a0,#00ad00
128,14,0,152,0,#009800,0x0090,#009400
128,15,0,135,0,#008700,0x0080,#008400
128,16,0,118,0,#007600,0x0070,#007300
128,17,0,101,0,#006500,0x0060,#006300
128,18,0,84,0,#005400,0x0050,#005200
128,19,0,67,0,#004300,0x0040,#004200
129,0,0,152,0,#009800,0x0090,#009400
129,1,0,169,0,#00a900,0x20a0,#00ad00
129,2,0,186,0,#00ba00,0x20b0,#00bd00
129,3,0,203,0,#00cb00,0x20c0,#00ce00
129,4,0,220,0,#00dc00,0x20d0,#00de00
129,5,0,237,0,#00ed00,0x20e0,#00ef00
129,6,0,254,0,#00fe00,0x20f0,#00ff00
129,7,0,254,0,#00fe00,0x20f0,#00ff00
129,8,0,237,0,#00ed00,0x20e0,#00ef00
129,9,0,220,0,#00dc00,0x20d0,#00de00
129,10,0,203,0,#00cb00,0x20c0,#00ce00
129,11,0,186,0,#00ba00,0x20b0,#00bd00
129,12,0,169,0,#00a900,0x20a0,#00ad00
129,13,0,152,0,#009800,0x0090,#009400
129,14,0,135,0,#008700,0x0080,#008400
129,15,0,118,0,#007600,0x0070,#007300
129,16,0,101,0,#006500,0x0060,#006300
129,17,0,84,0,#005400,0x0050,#005200
129,18,0,67,0,#004300,0x0040,#004200
129,19,0,50,0,#003200,0x0030,#003100
130,0,0,169,0,#00a900,0x20a0,#00ad00
130,1,0,186,0,#00ba00,0x20b0,#00bd00
130,2,0,203,0,#00cb00,0x20c0,#00ce00
130,3,0,220,0,#00dc00,0x20d0,#00de00
130,4,0,237,0,#00ed00,0x20e0,#00ef00
130,5,0,254,0,#00fe00,0x20f0,#00ff00
130,6,0,254,0,#00fe00,0x20f0,#00ff00
130,7,0,237,0,#00ed00,0x20e0,#00ef00
130,8,0,220,0,#00dc00,0x20d0,#00de00
130,9,0,203,0,#00cb00,0x20c0,#00ce00
130,10,0,186,0,#00ba00,0x20b0,#00bd00
130,11,0,169,0,#00a900,0x20a0,#00ad00
130,12,0,152,0,#009800,0x0090,#009400
130,13,0,135,0,#008700,0x0080,#008400
130,14,0,118,0,#007600,0x0070,#007300
130,15,0,101,0,#006500,0x0060,#006300
130,16,0,84,0,#005400,0x0050,#005200
130,17,0,67,0,#004300,0x0040,#004200
130,18,0,50,0,#003200,0x0030,#003100
130,19,0,33,0,#002100,0x0020,#002100
131,0,0,186,0,#00ba00,0x20b0,#00bd00
131,1,0,203,0,#00cb00,0x20c0,#00ce00
131,2,0,220,0,#00dc00,0x20d0,#00de00
131,3,0,237,0,#00ed00,0x20e0,#00ef00
131,4,0,254,0,#00fe00,0x20f0,#00ff00
131,5,0,254,0,#00fe00,0x20f0,#00ff00
131,6,0,237,0,#00ed00,0x20e0,#00ef00
131,7,0,220,0,#00dc00,0x20d0,#00de00
131,8,0,203,0,#00cb00,0x20c0,#00ce00
131,9,0,186,0,#00ba00,0x20b0,#00bd00
131,10,0,169,0,#00a900,0x20a0,#00ad00
131,11,0,152,0,#009800,0x0090,#009400
131,12,0,135,0,#008700,0x0080,#008400
131,13,0,118,0,#007600,0x0070,#007300
131,14,0,101,0,#006500,0x0060,#006300
131,15,0,84,0,#005400,0x0050,#005200
131,16,0,67,0,#004300,0x0040,#004200
131,17,0,50,0,#003200,0x0030,#003100
131,18,0,33,0,#002100,0x0020,#002100
131,19,23,23,0,#171700,0x6110,#191900
132,0,0,203,0,#00cb00,0x20c0,#00ce00
132,1,0,220,0,#00dc00,0x20d0,#00de00
132,2,0,237,0,#00ed00,0x20e0,#00ef00
132,3,0,254,0,#00fe00,0x20f0,#00ff00
132,4,0,254,0,#00fe00,0x20f0,#00ff00
132,5,0,237,0,#00ed00,0x20e0,#00ef00
132,6,0,220,0,#00dc00,0x20d0,#00de00
132,7,0,203,0,#00cb00,0x20c0,#00ce00
132,8,0,186,0,#00ba00,0x20b0,#00bd00
132,9,0,169,0,#00a900,0x20a0,#00ad00
132,10,0,152,0,#009800,0x0090,#009400
132,11,0,135,0,#008700,0x0080,#008400
132,12,0,118,0,#007600,0x0070,#007300
132,13,0,101,0,#006500,0x0060,#006300
132,14,0,84,0,#005400,0x0050,#005200
132,15,0,67,0,#004300,0x0040,#004200
132,16,0,50,0,#003200,0x0030,#003100
132,17,0,33,0,#002100,0x0020,#002100
132,18,23,23,0,#171700,0x6110,#191900
132,19,31,31,0,#1f1f00,0x0220,#212100
133,0,0,220,0,#00dc00,0x20d0,#00de00
133,1,0,237,0,#00ed00,0x20e0,#00ef00
133,2,0,254,0,#00fe00,0x20f0,#00ff00
133,3,0,254,0,#00fe00,0x20f0,#00ff00
133,4,0,237,0,#00ed00,0x20e0,#00ef00
133,5,0,220,0,#00dc00,0x20d0,#00de00
133,6,0,203,0,#00cb00,0x20c0,#00ce00
133,7,0,186,0,#00ba00,0x20b0,#00bd00
133,8,0,169,0,#00a900,0x20a0,#00ad00
133,9,0,152,0,#009800,0x0090,#009400
133,10,0,135,0,#008700,0x0080,#008400
133,11,0,118,0,#007600,0x0070,#007300
133,12,0,101,0,#006500,0x0060,#006300
133,13,0,84,0,#005400,0x0050,#005200
133,14,0,67,0,#004300,0x0040,#004200
133,15,0,50,0,#003200,0x0030,#003100
133,16,0,33,0,#002100,0x0020,#002100
133,17,23,23,0,#171700,0x6110,#191900
133,18,31,31,0,#1f1f00,0x0220,#212100
133,19,39,39,0,#272700,0x6220,#292900
134,0,0,237,0,#00ed00,0x20e0,#00ef00
134,1,0,254,0,#00fe00,0x20f0,#00ff00
134,2,0,254,0,#00fe00,0x20f0,#00ff00
134,3,0,237,0,#00ed00,0x20e0,#00ef00
134,4,0,220,0,#00dc00,0x20d0,#00de00
134,5,0,203,0,#00cb00,0x20c0,#00ce00
134,6,0,186,0,#00ba00,0x20b0,#00bd00
134,7,0,169,0,#00a900,0x20a0,#00ad00
134,8,0,152,0,#009800,0x0090,#009400
134,9,0,135,0,#008700,0x0080,#008400
134,10,0,118,0,#007600,0x0070,#007300
134,11,0,101,0,#006500,0x0060,#006300
134,12,0,84,0,#005400,0x0050,#005200
134,13,0,67,0,#004300,0x0040,#004200
134,14,0,50,0,#003200,0x0030,#003100
134,15,0,33,0,#002100,0x0020,#002100
134,16,23,23,0,#171700,0x6110,#191900
134,17,31,31,0,#1f1f00,0x0220,#212100
134,18,39,39,0,#272700,0x6220,#292900
134,19,47,47,0,#2f2f00,0x0330,#313100
135,0,0,254,0,#00fe00,0x20f0,#00ff00
135,1,0,254,0,#00fe00,0x20f0,#00ff00
135,2,0,237,0,#00ed00,0x20e0,#00ef00
135,3,0,220,0,#00dc00,0x20d0,#00de00
135,4,0,203,0,#00cb00,0x20c0,#00ce00
135,5,0,186,0,#00ba00,0x20b0,#00bd00
135,6,0,169,0,#00a900,0x20a0,#00ad00
135,7,0,152,0,#009800,0x0090,#009400
135,8,0,135,0,#008700,0x0080,#008400
135,9,0,118,0,#007600,0x0070,#007300
135,10,0,101,0,#006500,0x0060,#006300
135,11,0,84,0,#005400,0x0050,#005200
135,12,0,67,0,#004300,0x0040,#004200
135,13,0,50,0,#003200,0x0030,#003100
135,14,0,33,0,#002100,0x0020,#002100
135,15,23,23,0,#171700,0x6110,#191900
135,16,31,31,0,#1f1f00,0x0220,#212100
135,17,39,39,0,#272700,0x6220,#292900
135,18,47,47,0,#2f2f00,0x0330,#313100
135,19,55,55,0,#373700,0x6330,#3a3a00
136,0,0,254,0,#00fe00,0x20f0,#00ff00
136,1,0,237,0,#00ed00,0x20e0,#00ef00
136,2,0,220,0,#00dc00,0x20d0,#00de00
136,3,0,203,0,#00cb00,0x20c0,#00ce00
136,4,0,186,0,#00ba00,0x20b0,#00bd00
136,5,0,169,0,#00a900,0x20a0,#00ad00
136,6,0,152,0,#009800,0x0090,#009400
136,7,0,135,0,#008700,0x0080,#008400
136,8,0,118,0,#007600,0x0070,#007300
136,9,0,101,0,#006500,0x0060,#006300
136,10,0,84,0,#005400,0x0050,#005200
136,11,0,67,0,#004300,0x0040,#004200
136,12,0,50,0,#003200,0x0030,#003100
136,13,0,33,0,#002100,0x0020,#002100
136,14,23,23,0,#171700,0x6110,#191900
136,15,31,31,0,#1f1f00,0x0220,#212100
136,16,39,39,0,#272700,0x6220,#292900
136,17,47,47,0,#2f2f00,0x0330,#313100
136,18,55,55,0,#373700,0x6330,#3a3a00
136,19,63,63,0,#3f3f00,0x0440,#424200
137,0,0,237,0,#00ed00,0x20e0,#00ef00
137,1,0,220,0,#00dc00,0x20d0,#00de00
137,2,0,203,0,#00cb00,0x20c0,#00ce00
137,3,0,186,0,#00ba00,0x20b0,#00bd00
137,4,0,169,0,#00a900,0x20a0,#00ad00
137,5,0,152,0,#009800,0x0090,#009400
137,6,0,135,0,#008700,0x0080,#008400
137,7,0,118,0,#007600,0x0070,#007300
137,8,0,101,0,#006500,0x0060,#006300
137,9,0,84,0,#005400,0x0050,#005200
137,10,0,67,0,#004300,0x0040,#004200
137,11,0,50,0,#003200,0x0030,#003100
137,12,0,33,0,#002100,0x0020,#002100
137,13,23,23,0,#171700,0x6110,#191900
137,14,31,31,0,#1f1f00,0x0220,#212100
137,15,39,39,0,#272700,0x6220,#292900
137,16,47,47,0,#2f2f00,0x0330,#313100
137,17,55,55,0,#373700,0x6330,#3a3a00
137,18,63,63,0,#3f3f00,0x0440,#424200
137,19,71,71,0,#474700,0x6440,#4a4a00
138,0,0,220,0,#00dc00,0x20d0,#00de00
138,1,0,203,0,#00cb00,0x20c0,#00ce00
138,2,0,186,0,#00ba00,0x20b0,#00bd00
138,3,0,169,0,#00a900,0x20a0,#00ad00
138,4,0,152,0,#009800,0x0090,#009400
138,5,0,135,0,#008700,0x0080,#008400
138,6,0,118,0,#007600,0x0070,#007300
138,7,0,101,0,#006500,0x0060,#006300
138,8,0,84,0,#005400,0x0050,#005200
138,9,0,67,0,#004300,0x0040,#004200
138,10,0,50,0,#003200,0x0030,#003100
138,11,0,33,0,#002100,0x0020,#002100
138,12,23,23,0,#171700,0x6110,#191900
138,13,31,31,0,#1f1f00,0x0220,#212100
138,14,39,39,0,#272700,0x6220,#292900
138,15,47,47,0,#2f2f00,0x0330,#313100
138,16,55,55,0,#373700,0x6330,#3a3a00
138,17,63,63,0,#3f3f00,0x0440,#424200
138,18,71,71,0,#474700,0x6440,#4a4a00
138,19,79,79,0,#4f4f00,0x0550,#525200
139,0,0,203,0,#00cb00,0x20c0,#00ce00
139,1,0,186,0,#00ba00,0x20b0,#00bd00
139,2,0,169,0,#00a900,0x20a0,#00ad00
139,3,0,152,0,#009800,0x0090,#009400
139,4,0,135,0,#008700,0x0080,#008400
139,5,0,118,0,#007600,0x0070,#007300
139,6,0,101,0,#006500,0x0060,#006300
139,7,0,84,0,#005400,0x0050,#005200
139,8,0,67,0,#004300,0x0040,#004200
139,9,0,50,0,#003200,0x0030,#003100
139,10,0,33,0,#002100,0x0020,#002100
139,11,23,23,0,#171700,0x6110,#191900
139,12,31,31,0,#1f1f00,0x0220,#212100
139,13,39,39,0,#272700,0x6220,#292900
139,14,47,47,0,#2f2f00,0x0330,#313100
139,15,55,55,0,#373700,0x6330,#3a3a00
139,16,63,63,0,#3f3f00,0x0440,#424200
139,17,71,71,0,#474700,0x6440,#4a4a00
139,18,79,79,0,#4f4f00,0x0550,#525200
139,19,86,86,0,#565600,0x0550,#525200
140,0,0,186,0,#00ba00,0x20b0,#00bd00
140,1,0,169,0,#00a900,0x20a0,#00ad00
140,2,0,152,0,#009800,0x0090,#009400
140,3,0,135,0,#008700,0x0080,#008400
140,4,0,118,0,#007600,0x0070,#007300
140,5,0,101,0,#006500,0x0060,#006300
140,6,0,84,0,#005400,0x0050,#005200
140,7,0,67,0,#004300,0x0040,#004200
